region,variety,rating
"Alto Adige, Trentino-Alto Adige, Italy",Red Wine,93.0
"Valdeorras, Spain",Red Wine,92.0
"Tuscany, Italy",Red Wine,87.0
"Mendoza, Argentina",Red Wine,90.0
"Piedmont, Italy",Red Wine,96.0
"Central Coast, California",White Wine,93.0
Spain,Red Wine,88.0
"Barolo, Piedmont, Italy",Red Wine,90.0
"Central Coast, California",White Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,89.0
"Amador, Sierra Foothills, California",Red Wine,91.0
"St. Helena, Napa Valley, California",Red Wine,92.0
"Santa Barbara, Central Coast, California",Red Wine,93.0
California,Red Wine,90.0
"Chianti, Tuscany, Italy",Red Wine,90.0
Greece,White Wine,90.0
"Edna Valley, Central Coast, California",White Wine,91.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,95.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Tavel, Rhone, France",Pink and Rosé,90.0
"Columbia Valley, Washington",Red Wine,90.0
California,White Wine,89.0
"Cotes de Provence, Provence, South of France, France",Pink and Rosé,90.0
"Rias Baixas, Spain",White Wine,90.0
"Uco Valley, Mendoza, Argentina",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Columbia Valley, Washington",Red Wine,88.0
"St. Helena, Napa Valley, California",White Wine,90.0
"Vin de France, France",White Wine,90.0
"Tuscany, Italy",Red Wine,95.0
"Chablis, Burgundy, France",White Wine,89.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,90.0
"Sonoma County, California",Red Wine,92.0
"Napa Valley, California",Red Wine,92.0
"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,92.0
"Napa Valley, California",Red Wine,92.0
South Africa,White Wine,92.0
"Rutherford, Napa Valley, California",Red Wine,92.0
"Rioja, Spain",Red Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,94.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Gigondas, Rhone, France",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",White Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
"Santa Maria Valley, Central Coast, California",White Wine,91.0
"Pessac-Leognan, Bordeaux, France",White Wine,91.0
"Rioja, Spain",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,96.0
"Napa Valley, California",Red Wine,91.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,88.0
"Napa Valley, California",Red Wine,91.0
Greece,Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Yountville, Napa Valley, California",Red Wine,97.0
Argentina,Red Wine,90.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,92.0
Argentina,Red Wine,91.0
"Valdeorras, Spain",White Wine,92.0
"Saint-Joseph, Rhone, France",Red Wine,93.0
"Champagne, France",Sparkling & Champagne,92.0
"Alsace, France",White Wine,91.0
"Russian River, Sonoma County, California",Red Wine,86.0
California,Red Wine,88.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,88.0
Greece,White Wine,87.0
"Sonoma County, California",White Wine,87.0
"Sancerre, Loire, France",White Wine,91.0
"Mosel, Germany",White Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
Argentina,White Wine,90.0
"Willamette Valley, Oregon",White Wine,91.0
"Sonoma County, California",Red Wine,89.0
"Sardinia, Italy",Red Wine,89.0
"Sonoma Coast, Sonoma County, California",Red Wine,92.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",White Wine,92.0
"Columbia Valley, Washington",White Wine,88.0
"St. Emilion, Bordeaux, France",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Napa Valley, California",White Wine,86.0
"Willamette Valley, Oregon",Red Wine,85.0
"Willamette Valley, Oregon",Red Wine,91.0
Australia,White Wine,95.0
South Africa,Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,94.0
"Pomerol, Bordeaux, France",Red Wine,95.0
"Santa Barbara, Central Coast, California",White Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,91.0
"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92.0
Argentina,Pink and Rosé,90.0
"Central Otago, New Zealand",Red Wine,90.0
"Vacqueyras, Rhone, France",Red Wine,93.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Central Coast, California",White Wine,89.0
"Columbia Valley, Washington",White Wine,90.0
"Russian River, Sonoma County, California",White Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,90.0
"Clare Valley, South Australia, Australia",Red Wine,93.0
"Napa Valley, California",Red Wine,92.0
"Calistoga, Napa Valley, California",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Loire, France",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
Argentina,Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
"Russian River, Sonoma County, California",Red Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,96.0
"Champagne, France",Sparkling & Champagne,91.0
"Napa Valley, California",Red Wine,92.0
"Napa Valley, California",Red Wine,93.0
"Touraine, Loire, France",White Wine,89.0
"Montalcino, Tuscany, Italy",Red Wine,88.0
"Napa Valley, California",Red Wine,90.0
"Patagonia, Argentina",Red Wine,91.0
"Russian River, Sonoma County, California",White Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Montagny, Cote Chalonnaise, Burgundy, France",White Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,95.0
"Chablis, Burgundy, France",White Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,88.0
"Cornas, Rhone, France",Red Wine,92.0
"Cornas, Rhone, France",Red Wine,90.0
"Central Coast, California",White Wine,90.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0
"Rioja, Spain",Red Wine,94.0
"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,92.0
"Sonoma Coast, Sonoma County, California",White Wine,94.0
"Friuli-Venezia Giulia, Italy",White Wine,92.0
"Champagne, France",Sparkling & Champagne,93.0
"Russian River, Sonoma County, California",White Wine,87.0
"Napa Valley, California",Red Wine,93.0
"McLaren Vale, South Australia, Australia",Red Wine,95.0
"Barolo, Piedmont, Italy",Red Wine,94.0
Chile,Red Wine,87.0
"Sicily, Italy",Red Wine,93.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Napa Valley, California",Red Wine,90.0
"Marlborough, New Zealand",White Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Marlborough, New Zealand",Red Wine,90.0
"Tuscany, Italy",Red Wine,91.0
"Columbia Valley, Washington",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,97.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Carneros, California",Red Wine,89.0
Spain,Red Wine,96.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Eden Valley, Barossa, South Australia, Australia",Red Wine,90.0
"Mornington Peninsula, Victoria, Australia",Red Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
"Sonoma County, California",White Wine,86.0
"Alba, Piedmont, Italy",Red Wine,90.0
Spain,Red Wine,91.0
Chile,Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,91.0
"Mosel, Germany",White Wine,90.0
"Mt. Veeder, Napa Valley, California",Red Wine,93.0
"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,95.0
"Ribera del Duero, Spain",Red Wine,92.0
Argentina,Red Wine,94.0
"Mosel, Germany",White Wine,90.0
"Napa Valley, California",Red Wine,94.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,95.0
Australia,White Wine,85.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,87.0
"Mendoza, Argentina",Red Wine,92.0
"Clare Valley, South Australia, Australia",Red Wine,89.0
California,White Wine,88.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Aconcagua Valley, Chile",Red Wine,90.0
"Rogue Valley, Oregon",White Wine,90.0
"Alsace, France",White Wine,87.0
"Napa Valley, California",Red Wine,89.0
"Columbia Valley, Washington",,90.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,92.0
"Sonoma County, California",Red Wine,94.0
"Marlborough, New Zealand",White Wine,91.0
"Central Coast, California",Red Wine,88.0
Argentina,Red Wine,90.0
"Medoc, Bordeaux, France",Red Wine,91.0
"Sicily, Italy",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,85.0
"Pomerol, Bordeaux, France",Red Wine,89.0
"Central Coast, California",Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Tavel, Rhone, France",Pink and Rosé,92.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"St. Emilion, Bordeaux, France",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,91.0
"Trentino, Trentino-Alto Adige, Italy",Sparkling & Champagne,90.0
"Santa Margarita Ranch, Paso Robles, Central Coast, California",Red Wine,90.0
"Ribera del Duero, Spain",Red Wine,89.0
"Bierzo, Spain",Red Wine,95.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,89.0
"Sauternes, Bordeaux, France",Collectible,95.0
"Atlas Peak, Napa Valley, California",White Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,88.0
"Central Coast, California",Red Wine,92.0
"Willamette Valley, Oregon",White Wine,92.0
"North Coast, California",Red Wine,87.0
"Piedmont, Italy",Red Wine,91.0
Washington,Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,90.0
"Toro, Spain",Red Wine,95.0
"Montagny, Cote Chalonnaise, Burgundy, France",White Wine,91.0
"Central Coast, California",Red Wine,90.0
"Hermitage, Rhone, France",Red Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,97.0
"Rutherford, Napa Valley, California",Red Wine,90.0
"Willamette Valley, Oregon",White Wine,90.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,90.0
"Cotes de Castillon, Bordeaux, France",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Bierzo, Spain",Red Wine,95.0
"Hermitage, Rhone, France",Red Wine,91.0
"St. Estephe, Bordeaux, France",Red Wine,90.0
"Sierra Foothills, California",Red Wine,85.0
Spain,White Wine,91.0
"Margaux, Bordeaux, France",Red Wine,94.0
"Napa Valley, California",Red Wine,92.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,94.0
"Oakville, Napa Valley, California",Red Wine,95.0
"Cornas, Rhone, France",Red Wine,91.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Cotes de Castillon, Bordeaux, France",Red Wine,94.0
"Valle d'Aosta, Italy",White Wine,91.0
"Rioja, Spain",Red Wine,95.0
"Trentino-Alto Adige, Italy",White Wine,93.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Valdeorras, Spain",Red Wine,96.0
California,White Wine,90.0
"Columbia Valley, Washington",Red Wine,92.0
Italy,Sparkling & Champagne,90.0
"Napa Valley, California",Red Wine,90.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90.0
"St. Emilion, Bordeaux, France",Red Wine,95.0
Chile,Red Wine,90.0
"Champagne, France",Sparkling & Champagne,98.0
"Oakville, Napa Valley, California",Red Wine,94.0
"Columbia Valley, Washington",Red Wine,89.0
"Valpolicella, Veneto, Italy",Red Wine,90.0
"Sonoma County, California",Red Wine,90.0
"Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,92.0
"Alba, Piedmont, Italy",Red Wine,90.0
"Tuscany, Italy",Red Wine,92.0
Spain,Red Wine,88.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,91.0
"Napa Valley, California",Red Wine,94.0
"Moulis, Bordeaux, France",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Alba, Piedmont, Italy",Red Wine,92.0
Spain,Pink and Rosé,90.0
"Margaret River, Western Australia, Australia",Red Wine,88.0
"Monterey, Central Coast, California",Red Wine,91.0
"Willamette Valley, Oregon",White Wine,91.0
"Columbia Valley, Washington",Red Wine,88.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,91.0
"Pessac-Leognan, Bordeaux, France",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
"Central Coast, California",Red Wine,94.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Sierra Foothills, California",Red Wine,92.0
"Cotes de Castillon, Bordeaux, France",Red Wine,88.0
"Central Coast, California",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
South Africa,Red Wine,90.0
"North Coast, California",Red Wine,89.0
"Walla Walla Valley, Columbia Valley, Washington",White Wine,90.0
"Vacqueyras, Rhone, France",Red Wine,91.0
"Rioja, Spain",Red Wine,92.0
"Cotes de Francs, Bordeaux, France",Red Wine,90.0
"Tuscany, Italy",White Wine,93.0
"Valpolicella, Veneto, Italy",Red Wine,92.0
"Mosel, Germany",White Wine,96.0
"Sardinia, Italy",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,91.0
"Tuscany, Italy",Red Wine,92.0
"Central Coast, California",Red Wine,94.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,90.0
Chile,Red Wine,90.0
Italy,White Wine,88.0
South Africa,Red Wine,87.0
South Africa,White Wine,88.0
"St. Emilion, Bordeaux, France",Red Wine,89.0
"Sonoma County, California",White Wine,87.0
"Sonoma Valley, Sonoma County, California",Red Wine,92.0
California,White Wine,87.0
"Central Coast, California",White Wine,90.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,93.0
"Columbia Valley, Washington",White Wine,89.0
"Sauternes, Bordeaux, France",,95.0
"Mt. Harlan, Central Coast, California",Red Wine,90.0
Spain,Red Wine,91.0
"Knights Valley, Sonoma County, California",Red Wine,90.0
"Loire, France",White Wine,93.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,93.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0
"Mendoza, Argentina",Red Wine,94.0
"Barsac, Bordeaux, France",Collectible,95.0
South Africa,White Wine,85.0
"Columbia Valley, Washington",Red Wine,91.0
California,Red Wine,87.0
"Lodi, California",White Wine,89.0
"Oakville, Napa Valley, California",Red Wine,93.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",Red Wine,87.0
"Russian River, Sonoma County, California",Red Wine,89.0
California,White Wine,91.0
"Willamette Valley, Oregon",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,91.0
"Margaux, Bordeaux, France",Red Wine,90.0
"Paso Robles, Central Coast, California",Red Wine,89.0
"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,91.0
Chile,Red Wine,85.0
"Marlborough, New Zealand",White Wine,89.0
"Napa Valley, California",Red Wine,92.0
"Piedmont, Italy",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,90.0
"Haut Medoc, Bordeaux, France",Red Wine,90.0
"Willamette Valley, Oregon",Sparkling & Champagne,90.0
Italy,Red Wine,86.0
Argentina,Red Wine,88.0
Spain,Red Wine,87.0
"Bierzo, Spain",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Sancerre, Loire, France",White Wine,91.0
"Cornas, Rhone, France",Red Wine,93.0
"Umpqua Valley, Oregon",White Wine,86.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,94.0
"Pauillac, Bordeaux, France",Red Wine,97.0
"Willamette Valley, Oregon",White Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Tuscany, Italy",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,92.0
"Haut Medoc, Bordeaux, France",Red Wine,90.0
"Alexander Valley, Sonoma County, California",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Howell Mountain, Napa Valley, California",Red Wine,91.0
"Mendoza, Argentina",Red Wine,92.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,95.0
"Yamhill-Carlton District, Willamette Valley, Oregon",Red Wine,91.0
"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,91.0
"Santa Barbara, Central Coast, California",Red Wine,91.0
"Rutherford, Napa Valley, California",Red Wine,93.0
"Calistoga, Napa Valley, California",Red Wine,94.0
"McMinnville, Willamette Valley, Oregon",Red Wine,90.0
"Tuscany, Italy",Red Wine,97.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Napa Valley, California",Red Wine,93.0
"Pays Nantais, Loire, France",White Wine,92.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,93.0
"Columbia Valley, Washington",White Wine,91.0
"Napa Valley, California",Red Wine,90.0
South Africa,Red Wine,87.0
"Mendoza, Argentina",Red Wine,92.0
"Sonoma Coast, Sonoma County, California",Red Wine,96.0
"Haut Medoc, Bordeaux, France",Red Wine,90.0
"Anderson Valley, Mendocino, California",Red Wine,90.0
"Mosel, Germany",White Wine,92.0
"Clare Valley, South Australia, Australia",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Rueda, Spain",White Wine,90.0
Argentina,Red Wine,89.0
"Carneros, California",White Wine,93.0
"Carneros, California",White Wine,91.0
"Tuscany, Italy",Red Wine,93.0
"Minervois, Languedoc, South of France, France",Red Wine,90.0
"Sonoma County, California",Red Wine,92.0
"Rogue Valley, Oregon",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Napa Valley, California",Red Wine,92.0
"Corbieres, Languedoc, South of France, France",Red Wine,89.0
"Wahluke Slope, Columbia Valley, Washington",Red Wine,92.0
"Cote Rotie, Rhone, France",Red Wine,98.0
"Yarra Valley, Victoria, Australia",Red Wine,88.0
"Rioja, Spain",Red Wine,93.0
"Sonoma County, California",Red Wine,91.0
"Napa Valley, California",White Wine,90.0
"Clare Valley, South Australia, Australia",Red Wine,91.0
"Central Coast, California",White Wine,87.0
"Margaret River, Western Australia, Australia",White Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"Barbaresco, Piedmont, Italy",Red Wine,94.0
"Russian River, Sonoma County, California",White Wine,89.0
Italy,Sparkling & Champagne,90.0
"St-Julien, Bordeaux, France",Red Wine,90.0
South Africa,Red Wine,88.0
"Douro, Portugal",,90.0
"St. Emilion, Bordeaux, France",Red Wine,92.0
"Barsac, Bordeaux, France",,95.0
"Columbia Valley, Washington",Red Wine,89.0
"Vacqueyras, Rhone, France",Red Wine,92.0
"Napa Valley, California",White Wine,88.0
Greece,White Wine,92.0
"Rioja, Spain",Red Wine,91.0
"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,95.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Mendoza, Argentina",Red Wine,92.0
Australia,Red Wine,90.0
"St-Julien, Bordeaux, France",Red Wine,91.0
"Sonoma County, California",White Wine,86.0
"Sonoma Coast, Sonoma County, California",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"Napa Valley, California",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,91.0
"Barossa, South Australia, Australia",Red Wine,90.0
"Santa Cruz Mountains, California",White Wine,93.0
"Cotes du Rhone, Rhone, France",Red Wine,89.0
"Ribera del Duero, Spain",Red Wine,90.0
"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,93.0
"Napa Valley, California",Red Wine,92.0
Argentina,Red Wine,91.0
"Santorini, Greece",White Wine,92.0
California,Red Wine,85.0
"Piedmont, Italy",Red Wine,94.0
"Bordeaux, France",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,90.0
